customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,engagement_score,charges_per_month,recency,frequency,monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment
CUST-05287,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.22,2131.02,0,12-24 months,3,96.86454545454545,49,3,2131.02,3,3,4,10,Loyal Customers
CUST-05288,Male,0,Yes,No,2,Yes,No,No,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,88.03,123.82,1,0-12 months,3,61.91,69,3,123.82,1,3,1,5,At Risk
CUST-05289,Female,0,No,Yes,15,Yes,Yes,DSL,No internet service,No,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),109.22,1641.81,0,12-24 months,3,109.454,56,3,1641.81,2,3,4,9,Loyal Customers
CUST-05290,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,101.79,1740.57,0,12-24 months,2,96.69833333333332,53,2,1740.57,2,2,4,8,Potential Loyalists
CUST-05291,Male,0,Yes,No,2,No,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),26.53,0.0,0,0-12 months,2,0.0,69,2,0.0,1,2,1,4,At Risk
CUST-05292,Female,1,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,25.29,715.41,0,24-48 months,3,28.6164,46,3,715.41,3,3,2,8,Potential Loyalists
CUST-05293,Male,0,Yes,No,15,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,41.57,665.02,1,12-24 months,3,44.334666666666664,56,3,665.02,2,3,2,7,Potential Loyalists
CUST-05294,Female,0,No,No,25,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,33.87,830.49,0,24-48 months,7,33.2196,46,7,830.49,3,5,2,10,Loyal Customers
CUST-05295,Female,0,No,Yes,19,Yes,Yes,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.5,1994.65,0,12-24 months,5,104.98157894736842,52,5,1994.65,3,5,4,12,Champions
CUST-05296,Female,1,Yes,Yes,15,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.83,1549.2,0,12-24 months,2,103.28,56,2,1549.2,2,2,3,7,Potential Loyalists
CUST-05297,Female,0,No,No,14,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,59.2,867.77,0,12-24 months,3,61.98357142857143,57,3,867.77,2,3,2,7,Potential Loyalists
CUST-05298,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,56.74,1116.65,0,12-24 months,3,55.8325,51,3,1116.65,3,3,3,9,Loyal Customers
CUST-05299,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,32.54,423.87,1,0-12 months,4,42.387,61,4,423.87,1,4,1,6,Potential Loyalists
CUST-05300,Male,0,No,Yes,45,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),33.16,1435.32,0,24-48 months,2,31.895999999999997,26,2,1435.32,5,2,3,10,Loyal Customers
CUST-05301,Female,0,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Electronic check,56.6,1434.92,1,12-24 months,3,59.788333333333334,47,3,1434.92,3,3,3,9,Loyal Customers
CUST-05302,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),47.86,567.92,0,0-12 months,1,47.32666666666666,59,1,567.92,2,1,1,4,At Risk
CUST-05303,Male,0,Yes,No,46,No,No,No,No internet service,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,95.41,4294.95,0,24-48 months,2,93.36847826086957,25,2,4294.95,5,2,5,12,Champions
CUST-05304,Female,0,No,Yes,26,Yes,Yes,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20.07,537.28,0,24-48 months,3,20.664615384615384,45,3,537.28,4,3,1,8,Potential Loyalists
CUST-05305,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),24.36,278.55,0,0-12 months,2,27.855,61,2,278.55,1,2,1,4,At Risk
CUST-05306,Female,0,Yes,No,29,No,Yes,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.1,1817.86,1,24-48 months,2,62.68482758620689,42,2,1817.86,4,2,4,10,Loyal Customers
CUST-05307,Male,1,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,89.73,2101.86,1,12-24 months,4,91.38521739130435,48,4,2101.86,3,4,4,11,Loyal Customers
CUST-05308,Male,0,Yes,No,61,Yes,No,No,No,No,Yes,No internet service,No,No,Two year,Yes,Mailed check,37.17,2220.86,0,48+ months,2,36.40754098360656,10,2,2220.86,5,2,4,11,Loyal Customers
CUST-05309,Female,0,No,No,63,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),94.58,6010.45,0,48+ months,4,95.40396825396824,8,4,6010.45,5,4,5,14,Champions
CUST-05310,Female,1,No,No,20,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Mailed check,75.9,1520.7,1,12-24 months,4,76.035,51,4,1520.7,3,4,3,10,Loyal Customers
CUST-05311,Male,0,No,No,17,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),64.51,1017.61,0,12-24 months,3,59.85941176470588,54,3,1017.61,2,3,2,7,Potential Loyalists
CUST-05312,Female,0,No,No,28,Yes,No,No,Yes,No,No,No,No,Yes,Two year,No,Electronic check,41.09,1146.3,0,24-48 months,3,40.93928571428571,43,3,1146.3,4,3,3,10,Loyal Customers
CUST-05313,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),48.09,1383.86,0,24-48 months,2,46.12866666666666,41,2,1383.86,4,2,3,9,Loyal Customers
CUST-05314,Female,0,Yes,Yes,17,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.16,879.73,0,12-24 months,2,51.748823529411766,54,2,879.73,2,2,2,6,Potential Loyalists
CUST-05315,Male,1,No,Yes,27,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),99.18,2714.28,0,24-48 months,3,100.5288888888889,44,3,2714.28,4,3,5,12,Champions
CUST-05316,Female,1,Yes,Yes,6,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.26,377.23,1,0-12 months,3,62.87166666666667,65,3,377.23,1,3,1,5,At Risk
CUST-05317,Female,1,Yes,No,45,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Electronic check,93.67,4229.86,0,24-48 months,2,93.99688888888888,26,2,4229.86,5,2,5,12,Champions
CUST-05318,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28.02,110.21,1,0-12 months,2,55.105,69,2,110.21,1,2,1,4,At Risk
CUST-05319,Male,0,No,Yes,45,Yes,Yes,DSL,Yes,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),79.24,3534.55,0,24-48 months,4,78.54555555555557,26,4,3534.55,5,4,5,14,Champions
CUST-05320,Male,0,Yes,No,6,Yes,No phone service,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,77.84,452.83,0,0-12 months,2,75.47166666666666,65,2,452.83,1,2,1,4,At Risk
CUST-05321,Male,0,No,No,28,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),26.1,784.22,1,24-48 months,5,28.007857142857144,43,5,784.22,4,5,2,11,Loyal Customers
CUST-05322,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,97.98,2799.14,0,24-48 months,3,99.9692857142857,43,3,2799.14,4,3,5,12,Champions
CUST-05323,Male,0,No,Yes,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,80.19,2107.2,0,24-48 months,2,78.04444444444444,44,2,2107.2,4,2,4,10,Loyal Customers
CUST-05324,Male,0,Yes,No,13,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,26.32,290.13,1,12-24 months,3,22.317692307692308,58,3,290.13,2,3,1,6,Potential Loyalists
CUST-05325,Female,0,No,No,46,No,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),55.01,2569.98,0,24-48 months,3,55.86913043478261,25,3,2569.98,5,3,5,13,Champions
CUST-05326,Female,0,Yes,No,7,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,88.45,607.6,0,0-12 months,3,86.8,64,3,607.6,1,3,2,6,Potential Loyalists
CUST-05327,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.1,60.44,0,0-12 months,3,30.22,69,3,60.44,1,3,1,5,At Risk
CUST-05328,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.01,753.42,0,24-48 months,2,25.979999999999997,42,2,753.42,4,2,2,8,Potential Loyalists
CUST-05329,Male,0,No,No,14,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.11,706.47,1,12-24 months,3,50.46214285714286,57,3,706.47,2,3,2,7,Potential Loyalists
CUST-05330,Male,1,No,No,5,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,107.5,529.33,0,0-12 months,2,105.86600000000001,66,2,529.33,1,2,1,4,At Risk
CUST-05331,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,69.23,1282.29,0,12-24 months,5,71.23833333333333,53,5,1282.29,2,5,3,10,Loyal Customers
CUST-05332,Male,1,Yes,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,100.38,1085.55,1,0-12 months,2,98.68636363636364,60,2,1085.55,1,2,3,6,Potential Loyalists
CUST-05333,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),26.61,302.4,0,0-12 months,2,30.24,61,2,302.4,1,2,1,4,At Risk
CUST-05334,Male,0,Yes,No,65,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),62.96,4083.78,0,48+ months,4,62.82738461538462,6,4,4083.78,5,4,5,14,Champions
CUST-05335,Male,1,Yes,No,28,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),82.27,2366.35,0,24-48 months,4,84.5125,43,4,2366.35,4,4,4,12,Champions
CUST-05336,Female,0,No,No,2,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,104.49,208.26,0,0-12 months,3,104.13,69,3,208.26,1,3,1,5,At Risk
CUST-05337,Female,0,No,No,30,Yes,Yes,No,No,No,No,Yes,No,No,One year,Yes,Mailed check,27.14,788.42,0,24-48 months,3,26.280666666666665,41,3,788.42,4,3,2,9,Loyal Customers
CUST-05338,Female,0,No,No,31,Yes,No,DSL,Yes,No,No,No,No,No internet service,Two year,No,Credit card (automatic),25.93,767.28,0,24-48 months,2,24.750967741935483,40,2,767.28,4,2,2,8,Potential Loyalists
CUST-05339,Male,1,No,Yes,9,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,63.27,517.56,0,0-12 months,3,57.50666666666666,62,3,517.56,1,3,1,5,At Risk
CUST-05340,Male,0,Yes,Yes,64,Yes,No,No,No,No,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),77.85,4998.08,0,48+ months,2,78.095,7,2,4998.08,5,2,5,12,Champions
CUST-05341,Male,1,Yes,No,27,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),76.28,2157.56,0,24-48 months,1,79.90962962962963,44,1,2157.56,4,1,4,9,Loyal Customers
CUST-05342,Male,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,21.81,475.48,1,12-24 months,4,23.774,51,4,475.48,3,4,1,8,Potential Loyalists
CUST-05343,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,85.61,191.85,1,0-12 months,4,95.925,69,4,191.85,1,4,1,6,Potential Loyalists
CUST-05344,Female,0,Yes,No,34,No,Yes,DSL,No,No,Yes,No,Yes,No internet service,Two year,No,Credit card (automatic),107.98,3609.71,1,24-48 months,3,106.16794117647059,37,3,3609.71,4,3,5,12,Champions
CUST-05345,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),40.83,22.62,0,0-12 months,4,11.31,69,4,22.62,1,4,1,6,Potential Loyalists
CUST-05346,Female,0,Yes,No,21,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,34.49,771.81,0,12-24 months,3,36.75285714285714,50,3,771.81,3,3,2,8,Potential Loyalists
CUST-05347,Male,0,No,Yes,22,No,No,DSL,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.02,2003.49,0,12-24 months,4,91.06772727272727,49,4,2003.49,3,4,4,11,Loyal Customers
CUST-05348,Male,0,No,No,23,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),37.23,824.52,1,12-24 months,3,35.84869565217391,48,3,824.52,3,3,2,8,Potential Loyalists
CUST-05349,Male,0,No,Yes,16,Yes,Yes,No,No,Yes,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),105.3,1599.03,0,12-24 months,4,99.939375,55,4,1599.03,2,4,3,9,Loyal Customers
CUST-05350,Male,1,No,No,18,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),45.03,800.61,0,12-24 months,4,44.47833333333333,53,4,800.61,2,4,2,8,Potential Loyalists
CUST-05351,Female,0,No,Yes,27,No,Yes,DSL,No internet service,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),59.07,1549.95,0,24-48 months,3,57.40555555555556,44,3,1549.95,4,3,3,10,Loyal Customers
CUST-05352,Female,0,No,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),38.57,744.98,0,12-24 months,4,37.249,51,4,744.98,3,4,2,9,Loyal Customers
CUST-05353,Male,0,Yes,No,7,Yes,No,DSL,No,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.6,304.01,1,0-12 months,1,43.43,64,1,304.01,1,1,1,3,Lost
CUST-05354,Male,0,No,No,28,Yes,No,No,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,74.72,2132.48,1,24-48 months,2,76.16,43,2,2132.48,4,2,4,10,Loyal Customers
CUST-05355,Female,0,No,Yes,22,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,No,Mailed check,55.99,1201.26,1,12-24 months,2,54.60272727272727,49,2,1201.26,3,2,3,8,Potential Loyalists
CUST-05356,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),53.44,399.64,0,0-12 months,4,57.09142857142857,64,4,399.64,1,4,1,6,Potential Loyalists
CUST-05357,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),71.9,4261.43,0,48+ months,2,72.22762711864408,12,2,4261.43,5,2,5,12,Champions
CUST-05358,Female,0,No,No,59,Yes,No,No,No,No,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),99.15,5820.76,0,48+ months,3,98.65694915254238,12,3,5820.76,5,3,5,13,Champions
CUST-05359,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,27.82,602.78,0,12-24 months,2,27.39909090909091,49,2,602.78,3,2,2,7,Potential Loyalists
CUST-05360,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,79.48,1836.55,1,12-24 months,4,83.47954545454546,49,4,1836.55,3,4,4,11,Loyal Customers
CUST-05361,Male,0,Yes,No,3,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.99,254.51,0,0-12 months,5,84.83666666666666,68,5,254.51,1,5,1,7,Potential Loyalists
CUST-05362,Female,1,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),76.19,1100.85,1,12-24 months,4,73.39,56,4,1100.85,2,4,3,9,Loyal Customers
CUST-05363,Female,0,Yes,No,15,Yes,Yes,No,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),83.02,1140.3,0,12-24 months,4,76.02,56,4,1140.3,2,4,3,9,Loyal Customers
CUST-05364,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),59.18,880.35,0,12-24 months,3,58.690000000000005,56,3,880.35,2,3,2,7,Potential Loyalists
CUST-05365,Female,0,No,No,68,Yes,No,DSL,No,No internet service,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),93.55,6256.56,0,48+ months,3,92.00823529411765,3,3,6256.56,5,3,5,13,Champions
CUST-05366,Female,0,No,No,42,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),27.36,1124.73,0,24-48 months,4,26.779285714285713,29,4,1124.73,5,4,3,12,Champions
CUST-05367,Male,0,Yes,No,25,Yes,No,No,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,79.23,1890.33,0,24-48 months,3,75.61319999999999,46,3,1890.33,3,3,4,10,Loyal Customers
CUST-05368,Female,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,One year,Yes,Mailed check,25.3,1225.41,0,24-48 months,4,26.072553191489362,24,4,1225.41,5,4,3,12,Champions
CUST-05369,Male,0,No,Yes,17,No,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),46.21,777.16,1,12-24 months,3,45.715294117647055,54,3,777.16,2,3,2,7,Potential Loyalists
CUST-05370,Male,0,No,Yes,10,No,No,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,50.53,338.7,1,0-12 months,1,33.87,61,1,338.7,1,1,1,3,Lost
CUST-05371,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Mailed check,91.4,1322.61,0,12-24 months,2,88.17399999999999,56,2,1322.61,2,2,3,7,Potential Loyalists
CUST-05372,Male,0,Yes,No,29,Yes,No,DSL,No,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,27.05,760.61,0,24-48 months,4,26.227931034482758,42,4,760.61,4,4,2,10,Loyal Customers
CUST-05373,Male,1,Yes,No,15,Yes,No,No,No,No,Yes,No internet service,Yes,No,One year,Yes,Mailed check,50.68,786.54,0,12-24 months,3,52.436,56,3,786.54,2,3,2,7,Potential Loyalists
CUST-05374,Male,0,Yes,No,28,Yes,Yes,DSL,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,107.07,3041.4,0,24-48 months,2,108.62142857142858,43,2,3041.4,4,2,5,11,Loyal Customers
CUST-05375,Male,0,Yes,No,69,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,Two year,No,Bank transfer (automatic),103.74,7177.79,0,48+ months,4,104.02594202898551,2,4,7177.79,5,4,5,14,Champions
CUST-05376,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Credit card (automatic),71.49,2088.35,0,24-48 months,1,72.01206896551724,42,1,2088.35,4,1,4,9,Loyal Customers
CUST-05377,Male,0,Yes,No,14,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),59.54,854.26,1,12-24 months,2,61.01857142857143,57,2,854.26,2,2,2,6,Potential Loyalists
CUST-05378,Male,0,Yes,No,46,Yes,No,No,No,No,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),102.56,4750.17,0,24-48 months,2,103.26456521739131,25,2,4750.17,5,2,5,12,Champions
CUST-05379,Male,1,Yes,No,25,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,64.96,1624.57,1,24-48 months,5,64.9828,46,5,1624.57,3,5,4,12,Champions
CUST-05380,Female,1,No,No,18,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),105.88,1895.02,1,12-24 months,3,105.27888888888889,53,3,1895.02,2,3,4,9,Loyal Customers
CUST-05381,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.48,2646.22,0,24-48 months,5,105.8488,46,5,2646.22,3,5,5,13,Champions
CUST-05382,Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),75.67,436.61,1,0-12 months,2,87.322,66,2,436.61,1,2,1,4,At Risk
CUST-05383,Male,0,No,No,29,Yes,No,DSL,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.21,1483.52,0,24-48 months,2,51.15586206896552,42,2,1483.52,4,2,3,9,Loyal Customers
CUST-05384,Female,0,Yes,No,12,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,One year,Yes,Electronic check,71.03,737.65,0,0-12 months,2,61.47083333333333,59,2,737.65,2,2,2,6,Potential Loyalists
CUST-05385,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.14,357.99,0,0-12 months,3,51.14142857142857,64,3,357.99,1,3,1,5,At Risk
CUST-05386,Male,0,Yes,Yes,23,No,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,49.45,1092.46,0,12-24 months,0,47.49826086956522,48,0,1092.46,3,1,3,7,Potential Loyalists
CUST-05387,Female,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),109.01,3273.79,0,24-48 months,4,109.12633333333333,41,4,3273.79,4,4,5,13,Champions
CUST-05388,Female,0,No,No,16,Yes,Yes,No,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Electronic check,68.44,1093.47,0,12-24 months,4,68.341875,55,4,1093.47,2,4,3,9,Loyal Customers
CUST-05389,Male,0,Yes,No,52,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,57.66,3106.46,0,48+ months,3,59.739615384615384,19,3,3106.46,5,3,5,13,Champions
CUST-05390,Male,1,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),107.07,1746.89,0,12-24 months,3,109.180625,55,3,1746.89,2,3,4,9,Loyal Customers
CUST-05391,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,43.34,570.31,0,0-12 months,4,47.52583333333333,59,4,570.31,2,4,2,8,Potential Loyalists
CUST-05392,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Credit card (automatic),104.71,3125.77,0,24-48 months,3,104.19233333333334,41,3,3125.77,4,3,5,12,Champions
CUST-05393,Female,1,No,No,12,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Mailed check,28.78,305.09,0,0-12 months,6,25.424166666666665,59,6,305.09,2,5,1,8,Potential Loyalists
CUST-05394,Male,1,Yes,No,14,Yes,No phone service,No,Yes,No,No internet service,No,No,No,One year,No,Mailed check,66.64,890.64,0,12-24 months,2,63.61714285714286,57,2,890.64,2,2,2,6,Potential Loyalists
CUST-05395,Male,0,No,No,14,Yes,No,No,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,78.45,1159.6,0,12-24 months,3,82.82857142857142,57,3,1159.6,2,3,3,8,Potential Loyalists
CUST-05396,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.84,663.78,1,0-12 months,3,73.75333333333333,62,3,663.78,1,3,2,6,Potential Loyalists
CUST-05397,Female,0,No,No,6,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,68.8,416.6,1,0-12 months,4,69.43333333333334,65,4,416.6,1,4,1,6,Potential Loyalists
CUST-05398,Male,0,No,Yes,17,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,56.39,1044.21,0,12-24 months,4,61.42411764705883,54,4,1044.21,2,4,3,9,Loyal Customers
CUST-05399,Female,0,No,Yes,68,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,53.86,3655.52,0,48+ months,5,53.75764705882353,3,5,3655.52,5,5,5,15,Champions
CUST-05400,Male,1,No,Yes,12,Yes,No,No,Yes,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),69.87,799.91,0,0-12 months,2,66.65916666666666,59,2,799.91,2,2,2,6,Potential Loyalists
CUST-05401,Male,0,No,No,53,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,59.59,3141.16,0,48+ months,5,59.267169811320755,18,5,3141.16,5,5,5,15,Champions
CUST-05402,Male,0,No,No,65,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,109.02,7140.05,0,48+ months,6,109.84692307692308,6,6,7140.05,5,5,5,15,Champions
CUST-05403,Male,0,No,Yes,25,Yes,No,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),54.94,1304.94,1,24-48 months,3,52.1976,46,3,1304.94,3,3,3,9,Loyal Customers
CUST-05404,Male,0,No,No,11,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,53.27,583.59,0,0-12 months,3,53.053636363636365,60,3,583.59,1,3,2,6,Potential Loyalists
